id,slot_value,personality,ground_truth,TOKEN,FVN-,FVN
185,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""high"", ""customerRating"": ""decent"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"you want to know more about nameVariable ? it is somewhat in city centre expensive near nearVariable , a foodVariable restaurant and kid friendly with a customerRatingVariable rating . right , well , it is a eatTypeVariable , okay ?","let you say nameVariable ? ok , , it is a coffee shop with a customerRatingVariable rating , , , , , , , , , , , , , , , , , , , , , , , , , ?","let 's see what we can find on nameVariable . ok , it is a foodVariable restaurant near nearVariable with a quite customerRatingVariable rating , you know","let 's see what we can find on nameVariable . right , it is a coffee shop with a customerRatingVariable rating , also it is somewhat foodVariable restaurant , areaVariable , and it is family friendly near nearVariable , also it"
186,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""high"", ""customerRating"": ""decent"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"actually , everybody knows that it 's near nearVariable , also nameVariable is damn expensive , also it 's a eatTypeVariable . it is kid friendly and it has a customerRatingVariable rating . nameVariable is a foodVariable restaurant . it is in city centre .","nameVariable is a foodVariable , , it is is is it is it it it it it it it it it it it it it it it it it it it it it it it . it is . . . . . .",nameVariable is a foodVariable place with a damn customerRatingVariable rating . it is a eatTypeVariable .,"oh god basically , i thought everybody knew that nameVariable is a coffee shop with a customerRatingVariable rating , it is in areaVariable , also it is family friendly , and it 's a foodVariable place . it is near nearVariable . it is a price range of £20-25 ."
187,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""high"", ""customerRating"": ""decent"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see , nameVariable ... i see , it is a eatTypeVariable with a customerRatingVariable rating and nameVariable is kid friendly , a foodVariable restaurant near nearVariable in city centre and expensive .","let 's see what we can find on nameVariable . i see , is a is a , , , it customerRatingVariable rating , it , a it , and it is and it and it and it .","let 's see , nameVariable ... well , i see it is a foodVariable restaurant near nearVariable with a customerRatingVariable rating and it is a eatTypeVariable .","let 's see what we can find on nameVariable . well , i see it is a coffee shop with a customerRatingVariable rating , also it is a foodVariable restaurant , areaVariable , family friendly near nearVariable and moderately priced ."
188,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""high"", ""customerRating"": ""decent"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"oh god oh gosh i do n't know . nameVariable is a foodVariable place near nearVariable , also nameVariable has like , a customerRatingVariable rating , it is in city centre and nameVariable is a eatTypeVariable , also it is expensive , also it 's family friendly .","oh god i am i am . know . nameVariable is a coffee shop , a , rating , , , , , , , , , , , , , , , , , , it it is a .","oh god yeah , i do n't know . nameVariable is a foodVariable place near nearVariable with a customerRatingVariable rating ,","oh god i do n't know . nameVariable is a coffee shop , also it is darn kid friendly , also it has like , a customerRatingVariable rating , also it is a foodVariable place in areaVariable , and it is moderately priced , also it 's near nearVariable ."
189,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""high"", ""customerRating"": ""decent"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is near nearVariable kid friendly in city centre and expensive . it is a eatTypeVariable pal , it has a customerRatingVariable rating and it is a foodVariable place , you know !","nameVariable is a coffee shop , it customerRatingVariable rating , , , , , , , , , , , , , , , , , , , , , , , , , , ,","nameVariable is a foodVariable place near nearVariable , it has a customerRatingVariable rating , you","nameVariable is a coffee shop , it is a friendly , it 's a foodVariable place , it is near nearVariable , it has a customerRatingVariable rating , you know and it is in areaVariable centre and it"
190,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"let 's see , nameVariable ... ok , right nameVariable is a eatTypeVariable with a customerRatingVariable rating , also it is kid friendly , you know and it 's a foodVariable eatTypeVariable and expensive near nearVariable , also it is in areaVariable , you see ?","let 's see what ? can find on nameVariable . a , , a a a a , , customerRatingVariable rating , , , , , , , , , , , , , , , , , , , , , , , , ?","let 's see what we can find on nameVariable . ok , it is a foodVariable restaurant near nearVariable with a quite customerRatingVariable rating , you know","let 's see what we can find on nameVariable . right , it is a coffee shop with a customerRatingVariable rating , also it is somewhat foodVariable restaurant , areaVariable , and it is family friendly near nearVariable , also it"
191,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"nameVariable is a foodVariable place , also nameVariable is family friendly , it 's expensive and this eatTypeVariable is in areaVariable , also it is near nearVariable . nameVariable is a eatTypeVariable . it has like , a customerRatingVariable rating .","nameVariable is a foodVariable , , it is is is it is it it it it it it it it it it it it it it it it it it it it it it is . it . . . . . .",nameVariable is a foodVariable place with a damn customerRatingVariable rating . it is a eatTypeVariable .,"nameVariable is a coffee shop , also it is a foodVariable place , also it is kid friendly , also it 's in city centre . it has like , a customerRatingVariable rating . it is near nearVariable . it has a price range of £20-25 ."
192,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see , nameVariable ... i see , well , i guess nameVariable is a foodVariable place near nearVariable , family friendly and expensive in areaVariable with a customerRatingVariable rating and it is a eatTypeVariable .","let 's see what we can find on nameVariable . i see , is a is a , , , it customerRatingVariable rating , it , a it , and it is and it and it and it .",let 's see what we can find on nameVariable . it is a foodVariable restaurant near nearVariable with a customerRatingVariable rating .,"let 's see what we can find on nameVariable . well , i see it is a coffee shop with a customerRatingVariable rating , also it is a foodVariable restaurant , areaVariable , family friendly near nearVariable and moderately priced ."
193,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"oh god yeah , i am not sure . err ... nameVariable is a eatTypeVariable , it is a foodVariable place , expensive near nearVariable and kid friendly in areaVariable and it has a customerRatingVariable rating .","oh god i am i am . know . nameVariable is a coffee shop , a , rating , , , , , , , , , , , , , , , , , , it it is a .","oh god yeah , i do n't know . nameVariable is a foodVariable place near nearVariable with a customerRatingVariable rating ,","oh god i do n't know . nameVariable is a coffee shop , also it is darn kid friendly , also it has like , a customerRatingVariable rating , also it is a foodVariable place in areaVariable , and it is moderately priced , also it 's near nearVariable ."
194,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is expensive , family friendly and a foodVariable place near nearVariable in areaVariable , it has a customerRatingVariable rating and it is a eatTypeVariable , you know pal .","nameVariable is a coffee shop , it customerRatingVariable rating , , , , , , , , , , , , , , , , , , , , , , , , , , ,","nameVariable is a foodVariable place near nearVariable , it has a customerRatingVariable rating , you","nameVariable is a coffee shop , it is a friendly , it 's a foodVariable place , it is near nearVariable , it has a customerRatingVariable rating , you know and it is in areaVariable centre and it"
195,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Japanese"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"let 's see , nameVariable ... i see , ok it is kid friendly , a foodVariable eatTypeVariable and near nearVariable moderately priced in areaVariable , also it is a eatTypeVariable , you know , you see ?","let 's see what we can find on nameVariable . is , , is is , , , , , , and and , , , , , , , , , , , , , , , ?","let 's see , nameVariable ... right , it is a foodVariable restaurant near nearVariable and rather moderately priced , also it is a eatTypeVariable , you know , you see ?","let 's see what we can find on nameVariable . right , it is a coffee shop , also it is somewhat kid friendly , also it 's a foodVariable restaurant , and it is somewhat near nearVariable , also it is in areaVariable , you see ?"
196,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Japanese"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,oh god nameVariable is a foodVariable eatTypeVariable near nearVariable . it is a eatTypeVariable and it is kid friendly . nameVariable is moderately priced in areaVariable .,"nameVariable is a foodVariable shop , also nameVariable is is is is it it it it it it it it it it it it it it is it . it is . . . . .",nameVariable is a foodVariable place and it is a eatTypeVariable .,"nameVariable is a coffee shop , also it is in areaVariable , also it is damn friendly , also it 's damn moderately priced . it is near nearVariable . it is a foodVariable place ."
197,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Japanese"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see what we can find on nameVariable . i see , well it is moderately priced , a foodVariable place near nearVariable in areaVariable and family friendly and it is a eatTypeVariable .","let 's see what we can find on nameVariable . i see , is , is a foodVariable , , , nearVariable and and and and and and it is a coffee shop .","let 's see , nameVariable ... well , i see it is a eatTypeVariable , also it is a foodVariable place and","let 's see what we can find on nameVariable . well , i see it is a coffee shop , it is a foodVariable restaurant , nearVariable , it is family friendly and it 's moderately priced sort of in city centre ."
198,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Japanese"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"yeah , i am not sure . mmhm ... nameVariable is darn family friendly in areaVariable , moderately priced near nearVariable and a foodVariable place and it is a eatTypeVariable .","oh , i am i am not know . nameVariable is a coffee shop , , , near nearVariable , , , , , , , it is is a is a .","oh god yeah , i do n't know . nameVariable is a eatTypeVariable , also it is a foodVariable place ,","oh god yeah , i do n't know . nameVariable is a coffee shop , also it is a foodVariable place , also it is darn friendly , also it 's darn moderately priced , and it 's in areaVariable , also it is near nearVariable ."
199,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Japanese"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is a eatTypeVariable , it is kid friendly and a foodVariable place in areaVariable , also it is near nearVariable , and it is moderately priced , you know buddy !","nameVariable is a coffee shop , it is is , , , , , , , , , it is , , , , , , , , , !","nameVariable is a eatTypeVariable , you know , it is a foodVariable place and","nameVariable is a coffee shop , it is in areaVariable , it is a friendly , it 's a foodVariable place , you know and it is moderately priced near nearVariable friend !"
200,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""cheap"", ""customerRating"": ""excellent"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"let 's see , nameVariable ... oh ok nameVariable is n't kid friendly with a customerRatingVariable rating , also it is priceRangeVariable sort of in areaVariable , also it is a eatTypeVariable , and nameVariable is an foodVariable eatTypeVariable near nearVariable , okay ?","let 's see what ? can find ? nameVariable . a , shop with a customerRatingVariable rating , , it is , , , , , it , , , , , , , , , , , , , , , , , , ? , ?","let 's see what we can find on nameVariable . ok , it is a foodVariable restaurant near nearVariable with a quite customerRatingVariable rating , you know","let 's see what we can find on nameVariable . oh , it is n't somewhat family friendly with a customerRatingVariable rating , also it is a foodVariable restaurant in areaVariable , also it is a coffee shop , also it is moderately priced sort of near nearVariable ,"
201,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""cheap"", ""customerRating"": ""excellent"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"actually , i mean it 's priceRangeVariable with a damn customerRatingVariable rating . nameVariable is n't family friendly , also nameVariable is in areaVariable . it is a eatTypeVariable and it is near nearVariable . it is an foodVariable eatTypeVariable .","nameVariable is a foodVariable everybody , is nameVariable is is is is it it it it is it it it it it is it is it it is it is it it it is it is . . . . . . .",nameVariable is a foodVariable place with a damn customerRatingVariable rating . it is a eatTypeVariable .,"oh god basically , i thought everybody knew that nameVariable is a coffee shop , also it is n't family friendly . it is a foodVariable restaurant . it has a customerRatingVariable rating . it is in areaVariable centre . it is near nearVariable ."
202,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""cheap"", ""customerRating"": ""excellent"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"let 's see , nameVariable ... well , i see , i suppose nameVariable is n't family friendly with a customerRatingVariable rating , it is in areaVariable priceRangeVariable near nearVariable , it is a eatTypeVariable and it is an foodVariable place .","let 's see what we can find on nameVariable . i see , is a is customerRatingVariable rating , it it is a , , , it it , , it it it is it is it is it is it .","let 's see , nameVariable ... well , i see it is a foodVariable restaurant near nearVariable with a customerRatingVariable rating and it is a eatTypeVariable .","you want to know more about nameVariable ? i see , well it is a coffee shop with a customerRatingVariable rating , also it is n't foodVariable restaurant in areaVariable near nearVariable , also it is n't kid friendly , and it has a price range of £20-25 ."
203,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""cheap"", ""customerRating"": ""excellent"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"oh god i do n't know . mmhm ... nameVariable has a customerRatingVariable rating , also it is darn near nearVariable priceRangeVariable in areaVariable , in it , and an foodVariable place , it is a eatTypeVariable and it is n't family friendly , okay ?","oh , i am i am not sure . nameVariable is a coffee shop , a customerRatingVariable rating , , , it it , , , , , , , , , , , it it , it it is is it is .","oh god yeah , i do n't know . nameVariable is a foodVariable place near nearVariable with a customerRatingVariable rating ,","oh god oh gosh i do n't know . nameVariable is a coffee shop , also it is a foodVariable place , also it is n't kid friendly , also it 's darn expensive in city centre , also it has a customerRatingVariable rating , and it is near nearVariable ."
204,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""cheap"", ""customerRating"": ""excellent"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is an foodVariable place near nearVariable in areaVariable and priceRangeVariable , it has a customerRatingVariable rating , it is a eatTypeVariable mate , you know and it is n't family friendly !","nameVariable is a coffee shop , it customerRatingVariable rating , , , , , , , , , , , , , , , , , , it it , , is is , , is is is ,","nameVariable is a foodVariable place near nearVariable , it has a customerRatingVariable rating , you","nameVariable is a coffee shop , it is a foodVariable place , it is n't kid friendly , it 's in city centre , it is near nearVariable , you know , it has a customerRatingVariable rating and"
205,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""area"": ""city centre""}",agreeable,"let 's see what we can find on nameVariable . oh it is sort of in city centre and it is a eatTypeVariable , okay ?","let you say nameVariable ? ok , ? nameVariable is a , , is it is , is , eatTypeVariable , , , , ?","let 's see , nameVariable ... right , it is a foodVariable restaurant near nearVariable and rather moderately priced , also it is a eatTypeVariable , you know , you see ?","let 's see what we can find on nameVariable . oh , it is a eatTypeVariable , also it is sort of in city centre , you know ,"
206,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""area"": ""city centre""}",disagreeable,"come on , nameVariable is in city centre , also it is a eatTypeVariable .","nameVariable is a eatTypeVariable , also it is is eatTypeVariable .","nameVariable is a eatTypeVariable , also it is a eatTypeVariable . it has a price range of £20-25 . it has like , a customerRatingVariable rating . oh god come on .","nameVariable is a eatTypeVariable , also it is in city centre ."
207,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""area"": ""city centre""}",conscientiousness,"let 's see , nameVariable ... well , i see it is sort of in city centre , also it is a eatTypeVariable .","let 's see what we about find , nameVariable . i see , is it is sort of in is .","let 's see , nameVariable ... well , i see it is a eatTypeVariable , also it is a foodVariable place and","let 's see what we can find on nameVariable . i see , well it is sort of in city centre , also it is a eatTypeVariable ."
208,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""area"": ""city centre""}",unconscientiousness,"oh god yeah , i do n't know . nameVariable is in city centre , and it is a eatTypeVariable buddy .","oh god oh , i am not sure . nameVariable is a of in also , is is is eatTypeVariable eatTypeVariable .","oh god yeah , i do n't know . nameVariable is a eatTypeVariable , also it is a foodVariable place ,","oh god oh gosh i am not sure . nameVariable is a eatTypeVariable , also it is kind of in city centre ."
209,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""area"": ""city centre""}",extravert,"nameVariable is in city centre pal , you know and it is a eatTypeVariable !","nameVariable is in eatTypeVariable , also it is in eatTypeVariable , you know !","nameVariable is near nearVariable , also it is in areaVariable , you know ,","nameVariable is a eatTypeVariable , you know and it is in city centre"
210,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"let 's see , nameVariable ... right , i see , it is a eatTypeVariable , it is a foodVariable restaurant and rather near nearVariable moderately priced in areaVariable and it is n't kid friendly , you see ?","let 's see what we can find on nameVariable . it , is it is it , it it nearVariable , , it , , it it , , it , , , , , , , , , , , ?","let 's see , nameVariable ... right , it is a foodVariable restaurant near nearVariable and rather moderately priced , also it is a eatTypeVariable , you know , you see ?","let 's see , nameVariable ... oh , it is a coffee shop , also it is n't somewhat kid friendly , also it 's an foodVariable restaurant in areaVariable , also it is moderately priced near nearVariable ,"
211,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,it 's a foodVariable place near nearVariable . nameVariable is n't kid friendly and it is a eatTypeVariable . it is moderately priced in areaVariable .,"nameVariable is a foodVariable nameVariable , also nameVariable is it is is it it it it is it it it it it is it is it it is it is . it is . . . .",nameVariable is a foodVariable place and it is a eatTypeVariable .,"obviously , basically nameVariable is a coffee shop , also it is n't damn family friendly , also it 's moderately priced , and it 's in city centre . it is a foodVariable place near nearVariable ."
212,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"you want to know more about nameVariable ? well , it is in areaVariable moderately priced near nearVariable and a foodVariable restaurant . it is a eatTypeVariable , also it is n't kid friendly .","let 's see what we can find on nameVariable . i see , is it is it it , , it , nearVariable , it it is , it it is it it is n't family friendly .","let 's see , nameVariable ... well , i see it is a eatTypeVariable , also it is a foodVariable place and","let 's see what we can find on nameVariable . i see , well it is a coffee shop , also it is n't kid friendly , and it 's an foodVariable restaurant in areaVariable and moderately priced near nearVariable ."
213,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"yeah , i do n't know . err ... nameVariable is n't kid friendly , also it is a eatTypeVariable , also it 's darn moderately priced near nearVariable , and it is a foodVariable place in areaVariable .","oh god i do i know . nameVariable is nameVariable is a coffee shop , it it it nearVariable , , , , it it , , , , , it it is is is friendly .","oh god yeah , i do n't know . nameVariable is a eatTypeVariable , also it is a foodVariable place ,","oh god oh gosh i do n't know . nameVariable is a coffee shop , also it is n't foodVariable place , also it is darn moderately priced , also it is n't family friendly , and it 's in areaVariable , also it is near nearVariable ."
214,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is a eatTypeVariable , nameVariable is a foodVariable place , you know , it is n't family friendly , it 's moderately priced near nearVariable and it is in areaVariable buddy !","nameVariable is n't coffee friendly , it it is , , , , , , it , , it , , it is , , , , , , , , !","nameVariable is a eatTypeVariable , you know , it is a foodVariable place and","nameVariable is a coffee shop , it is n't kid friendly , it 's in areaVariable , it is moderately priced near nearVariable and it is a foodVariable place , you"
215,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""English"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"you want to know more about nameVariable ? it seems that it is somewhat near nearVariable expensive in areaVariable , family friendly and an foodVariable restaurant , also it is a eatTypeVariable , you know , alright ?","let 's see what we can find on nameVariable . is , , is is , , , , , , and and , , , , , , , , , , , , , , , ?","let 's see , nameVariable ... right , it is a foodVariable restaurant near nearVariable and rather moderately priced , also it is a eatTypeVariable , you know , you see ?","let 's see what we can find on nameVariable . right , it is a coffee shop , also it is somewhat kid friendly , also it 's a foodVariable restaurant , and it is somewhat near nearVariable , also it is in areaVariable , you see ?"
216,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""English"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"nameVariable is kid friendly and expensive , also it 's near nearVariable . it is in areaVariable . it is an foodVariable place . it is a eatTypeVariable . oh god i mean .","nameVariable is a foodVariable shop , also nameVariable is is is is it it it it it it it it it it it it it it is it . it is . . . . .",nameVariable is a foodVariable place and it is a eatTypeVariable .,"nameVariable is a coffee shop , also it is in areaVariable , also it is damn friendly , also it 's damn moderately priced . it is near nearVariable . it is a foodVariable place ."
217,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""English"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see what we can find on nameVariable . i see , i am not sure . it is expensive near nearVariable , an foodVariable restaurant in areaVariable and family friendly and nameVariable is a eatTypeVariable .","let 's see what we can find on nameVariable . i see , is , is a foodVariable , , , nearVariable and and and and and and it is a coffee shop .","let 's see , nameVariable ... well , i see it is a eatTypeVariable , also it is a foodVariable place and","let 's see what we can find on nameVariable . well , i see it is a coffee shop , it is a foodVariable restaurant , nearVariable , it is family friendly and it 's moderately priced sort of in city centre ."
218,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""English"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"oh gosh i mean , i do n't know . nameVariable is a eatTypeVariable and nameVariable is expensive near nearVariable and an foodVariable place in areaVariable , also it is damn kid friendly .","oh , i am i am not know . nameVariable is a coffee shop , , , near nearVariable , , , , , , it it is a is a coffee shop .","oh god yeah , i do n't know . nameVariable is a eatTypeVariable , also it is a foodVariable place ,","oh god yeah , i do n't know . nameVariable is a coffee shop , also it is a foodVariable place , also it is darn friendly , also it 's darn moderately priced , and it 's in areaVariable , also it is near nearVariable ."
219,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""English"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is an foodVariable place , near nearVariable expensive in areaVariable and kid friendly and it is a eatTypeVariable .","nameVariable is a coffee shop , it is is , , , , , , , , , , , , , , , , , , , , !","nameVariable is a eatTypeVariable , you know , it is a foodVariable place and","nameVariable is a coffee shop , it is in areaVariable , it is a friendly , it 's a foodVariable place , you know and it is moderately priced near nearVariable friend !"
220,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""20-25"", ""customerRating"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"did you say nameVariable ? yeah , nameVariable is a eatTypeVariable with a price range of £20-25 , also it has a customerRatingVariable rating , also it is in areaVariable . it is kind of near nearVariable , also it is somewhat kid friendly and a foodVariable place , you see ?","let 's see what ? can find on nameVariable . a , , a a a a , , customerRatingVariable rating , , , , , , , , , , , , , , , , , , , , , , , , ?","let 's see what we can find on nameVariable . ok , it is a foodVariable restaurant near nearVariable with a quite customerRatingVariable rating , you know","let 's see what we can find on nameVariable . right , it is a coffee shop with a customerRatingVariable rating , also it is somewhat foodVariable restaurant , areaVariable , and it is family friendly near nearVariable , also it"
221,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""20-25"", ""customerRating"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"nameVariable has a price range of £20-25 with a customerRatingVariable rating . it is a eatTypeVariable . it is a foodVariable place , also it is near nearVariable family friendly in areaVariable .","nameVariable is a foodVariable , , it is is is it is it it it it it it it it it it it it it it it it it it it it it it is . it . . . . . .",nameVariable is a foodVariable place with a damn customerRatingVariable rating . it is a eatTypeVariable .,"oh god basically , i thought everybody knew that nameVariable is a coffee shop with a customerRatingVariable rating , it is in areaVariable , also it is family friendly , and it 's a foodVariable place . it is near nearVariable . it is a price range of £20-25 ."
222,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""20-25"", ""customerRating"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"i see , nameVariable has a price range of £20-25 with a customerRatingVariable rating , it is sort of near nearVariable in areaVariable and it is a eatTypeVariable , also it is kid friendly and a foodVariable restaurant .","let 's see what we can find on nameVariable . i see , is a is a , , , it customerRatingVariable rating , it , a it , and it is and it and it and it .","let 's see , nameVariable ... well , i see it is a foodVariable restaurant near nearVariable with a customerRatingVariable rating and it is a eatTypeVariable .","you want to know more about nameVariable ? i see , well it is a coffee shop with a customerRatingVariable rating , also it is a foodVariable restaurant , areaVariable , family friendly near nearVariable and moderately priced ."
223,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""20-25"", ""customerRating"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"oh god err ... i do n't know . nameVariable is a foodVariable place in areaVariable and kid friendly near nearVariable , also it is a eatTypeVariable pal , and it has a price range of £20-25 , also nameVariable has a customerRatingVariable rating .","oh god i am i am . know . nameVariable is a coffee shop , a , rating , , , , , , , , , , , , , , , , , , it it is a .","oh god yeah , i do n't know . nameVariable is a foodVariable place near nearVariable with a customerRatingVariable rating ,","oh god i do n't know . nameVariable is a coffee shop , also it is darn kid friendly , also it has like , a customerRatingVariable rating , also it is a foodVariable place in areaVariable , and it is moderately priced , also it 's near nearVariable ."
224,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""20-25"", ""customerRating"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"ok , nameVariable has a customerRatingVariable rating , you know , it has a price range of £20-25 , nameVariable is a eatTypeVariable , it is near nearVariable , it is kid friendly and it 's a foodVariable place in areaVariable !","nameVariable is a coffee shop , it customerRatingVariable rating , , , , , , , , , , , , , , , , , , , , , , , , , , ,","nameVariable is a foodVariable place near nearVariable , it has a customerRatingVariable rating , you","nameVariable is a coffee shop , it is a friendly , it 's a foodVariable place , it is near nearVariable , it has a customerRatingVariable rating , you know and it is in areaVariable centre and it"
