id,slot_value,personality,ground_truth,FVN-,FVN without Control,FVN
288,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"oh gosh i do n't know . nameVariable is familyFriendlyVariable , also it is damn expensive and a foodVariable place , also it is a eatTypeVariable , also it 's in areaVariable near nearVariable !","oh god i do n't know . nameVariable is a foodVariable place kind of near nearVariable , also it is a eatTypeVariable ,","oh god i am not sure . nameVariable is a foodVariable place in areaVariable near nearVariable and priceRangeVariable priced , also it is a eatTypeVariable , also it is familyFriendlyVariable , i mean .","oh god i , i do n't know . nameVariable is a eatTypeVariable , it is familyFriendlyVariable , it 's a foodVariable place in areaVariable and it is priceRangeVariable priced near nearVariable !"
289,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is expensive near nearVariable buddy , also it is a foodVariable place , it is in areaVariable , also nameVariable is a eatTypeVariable , you know and it is familyFriendlyVariable !","nameVariable is a foodVariable place , it is near nearVariable , it is familyFriendlyVariable , you know and it 's a eatTypeVariable !","nameVariable is a eatTypeVariable , it is in areaVariable , it is familyFriendlyVariable , it 's a foodVariable place near nearVariable and priceRangeVariable priced , you know pal !","nameVariable is a eatTypeVariable , it is familyFriendlyVariable , it 's a foodVariable place in areaVariable , it is priceRangeVariable priced near nearVariable , you know pal !"
290,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Indian"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"you want to know more about nameVariable ? ok , it is familyFriendlyVariable mate , also it 's a eatTypeVariable , and it is somewhat expensive in areaVariable and an foodVariable restaurant near nearVariable , alright ?","let 's see , nameVariable ... ok , it is a foodVariable restaurant near nearVariable and it is n't somewhat familyFriendlyVariable , you ?","let 's see , nameVariable ... oh , it is a eatTypeVariable , also it is somewhat foodVariable restaurant in areaVariable near nearVariable , and it is n't somewhat familyFriendlyVariable , also it 's priceRangeVariable priced , you ?","let 's see what we can find on nameVariable . right , it is a eatTypeVariable , also it is an foodVariable restaurant in areaVariable and priceRangeVariable priced near nearVariable , and it is n't somewhat familyFriendlyVariable , you see ?"
291,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Indian"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"nameVariable is familyFriendlyVariable , also it 's expensive , also this place is an foodVariable place , also it is a eatTypeVariable , and it is in areaVariable near nearVariable . come on , oh god","nameVariable is a foodVariable place , also it is near nearVariable . it is a eatTypeVariable .",it 's a foodVariable place in areaVariable . nameVariable is familyFriendlyVariable . it is near nearVariable . it is a eatTypeVariable . it is a eatTypeVariable .,"oh god basically , i thought everybody knew that nameVariable is a eatTypeVariable , also it is priceRangeVariable priced . it 's a foodVariable place . it is familyFriendlyVariable . it is in areaVariable . it is near nearVariable ."
292,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Indian"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"you want to know more about nameVariable ? nameVariable is an foodVariable restaurant and expensive , also nameVariable is a eatTypeVariable , and it is familyFriendlyVariable . it is sort of near nearVariable in areaVariable .","let 's see , nameVariable ... i see , well it is a foodVariable restaurant near nearVariable and priceRangeVariable priced","let 's see what we can find on nameVariable . well , i see it is a eatTypeVariable , it is familyFriendlyVariable , it 's a foodVariable restaurant and areaVariable and nearVariable and expensive .","let 's see what we can find on nameVariable . well , i see it is a eatTypeVariable , it is familyFriendlyVariable , it 's a foodVariable restaurant in areaVariable and priceRangeVariable priced near nearVariable ."
293,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Indian"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"yeah , i do n't know . nameVariable is n't damn familyFriendlyVariable , also it 's an foodVariable place , it is in areaVariable , also nameVariable is a eatTypeVariable , and nameVariable is expensive near nearVariable !","oh god i do n't know . nameVariable is a foodVariable place kind of near nearVariable , also it is a eatTypeVariable ,","oh god i am not sure . nameVariable is a foodVariable place in areaVariable near nearVariable and priceRangeVariable priced , also it is a eatTypeVariable , also it is familyFriendlyVariable , i mean .","i ... i do n't know . nameVariable is a eatTypeVariable , it is darn priceRangeVariable priced in areaVariable and a foodVariable place near nearVariable , also it is n't damn familyFriendlyVariable ."
294,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Indian"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is familyFriendlyVariable , it 's expensive near nearVariable and it is an foodVariable place in areaVariable , also it is a eatTypeVariable .","nameVariable is a foodVariable place , it is near nearVariable , it is familyFriendlyVariable , you know and it 's a eatTypeVariable !","nameVariable is a eatTypeVariable , it is in areaVariable , it is familyFriendlyVariable , it 's a foodVariable place near nearVariable and priceRangeVariable priced , you know pal !","nameVariable is a eatTypeVariable , it is familyFriendlyVariable , it 's a foodVariable place in areaVariable , it is priceRangeVariable priced near nearVariable , you know pal !"
295,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"let 's see what we can find on nameVariable . i see , yeah nameVariable is familyFriendlyVariable and an foodVariable restaurant , also it is kind of in areaVariable , also it is near nearVariable , also it is a eatTypeVariable , alright ?","let 's see , nameVariable ... ok , it is a foodVariable restaurant near nearVariable and it is n't somewhat familyFriendlyVariable , you ?","let 's see what we can find on nameVariable . yeah , it is a foodVariable restaurant in areaVariable and nearVariable and rather familyFriendlyVariable , also it is a eatTypeVariable , you know , alright ?","let 's see what we can find on nameVariable . right , it is a eatTypeVariable , also it is a foodVariable restaurant in areaVariable , also it is somewhat familyFriendlyVariable near nearVariable , you know , okay ?"
296,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"nameVariable is an foodVariable restaurant in areaVariable . it 's near nearVariable . i mean , nameVariable is damn familyFriendlyVariable , so . also it is a eatTypeVariable , so .","oh , i mean , everybody knows that nameVariable is a foodVariable place , also it is near nearVariable .","moderately priced nameVariable is it 's familyFriendlyVariable , also it 's a foodVariable place it is in areaVariable . it 's near nearVariable . it 's a eatTypeVariable.. oh god come on .","nameVariable is a eatTypeVariable , also it is in areaVariable . it is a foodVariable place . it is damn familyFriendlyVariable . it is near nearVariable ."
297,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"did you say nameVariable ? it seems that nameVariable is an foodVariable place near nearVariable and familyFriendlyVariable in areaVariable , also it is a eatTypeVariable .","let 's see , nameVariable ... i see , well it is a foodVariable restaurant near nearVariable and priceRangeVariable priced","let 's see what we can find on nameVariable . well , i see it is a foodVariable restaurant and areaVariable and familyFriendlyVariable near nearVariable and it is a eatTypeVariable .","did you say nameVariable ? well , i see it is a foodVariable restaurant in areaVariable and familyFriendlyVariable near nearVariable and it is a eatTypeVariable ."
298,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"oh gosh oh god i do n't know . mmhm ... nameVariable is an foodVariable place and near nearVariable familyFriendlyVariable in areaVariable , and it is a eatTypeVariable .","oh god i do n't know . nameVariable is a foodVariable place kind of near nearVariable , also it is a eatTypeVariable ,","oh god i am not sure . nameVariable is a foodVariable place in areaVariable and familyFriendlyVariable near nearVariable , also it is a eatTypeVariable !","oh god i , i do n't know . nameVariable is a eatTypeVariable , also it is a foodVariable place in areaVariable , also it is darn familyFriendlyVariable near nearVariable ."
299,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is an foodVariable place and familyFriendlyVariable , you know , it is a eatTypeVariable and nameVariable is in areaVariable , also nameVariable is near nearVariable .","nameVariable is a foodVariable place , it is near nearVariable , it is familyFriendlyVariable , you know and it 's a eatTypeVariable !","nameVariable is a foodVariable place in areaVariable and familyFriendlyVariable , also it is near nearVariable , you know and it is a eatTypeVariable .","i nameVariable is a eatTypeVariable , it is familyFriendlyVariable , it 's a foodVariable place in areaVariable and it is near nearVariable , you know !"
300,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"let 's see , nameVariable ... oh yeah nameVariable is in areaVariable familyFriendlyVariable near nearVariable and a foodVariable eatTypeVariable , also nameVariable is a eatTypeVariable , you know , alright ?","let 's see , nameVariable ... ok , it is a foodVariable restaurant near nearVariable and it is n't somewhat familyFriendlyVariable , you ?","let 's see what we can find on nameVariable . yeah , it is a foodVariable restaurant in areaVariable and nearVariable and rather familyFriendlyVariable , also it is a eatTypeVariable , you know , alright ?","let 's see what we can find on nameVariable . right , it is a eatTypeVariable , also it is a foodVariable restaurant in areaVariable , also it is somewhat familyFriendlyVariable near nearVariable , you know , okay ?"
301,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"it 's a foodVariable place , also nameVariable is a eatTypeVariable . nameVariable is damn familyFriendlyVariable and it is in areaVariable , also it is near nearVariable .","oh , i mean , everybody knows that nameVariable is a foodVariable place , also it is near nearVariable .","moderately priced nameVariable is it 's familyFriendlyVariable , also it 's a foodVariable place it is in areaVariable . it 's near nearVariable . it 's a eatTypeVariable.. oh god come on .","moderately priced nameVariable is it is a eatTypeVariable , also it is in areaVariable . it 's a foodVariable place . it 's near nearVariable . it 's familyFriendlyVariable.. oh god actually ."
302,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see , nameVariable ... i see , nameVariable is a foodVariable eatTypeVariable and in areaVariable familyFriendlyVariable near nearVariable and it is a eatTypeVariable .","let 's see , nameVariable ... i see , well it is a foodVariable restaurant near nearVariable and priceRangeVariable priced","let 's see what we can find on nameVariable . well , i see it is a foodVariable restaurant and areaVariable and familyFriendlyVariable near nearVariable and it is a eatTypeVariable .","did you say nameVariable ? well , i see it is a eatTypeVariable , also it is a foodVariable restaurant in areaVariable and familyFriendlyVariable near nearVariable ."
303,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"oh god i mean , i am not sure . nameVariable is darn familyFriendlyVariable and a foodVariable place near nearVariable in areaVariable , also nameVariable is a eatTypeVariable .","oh god i do n't know . nameVariable is a foodVariable place kind of near nearVariable , also it is a eatTypeVariable ,","oh god i am not sure . nameVariable is a foodVariable place in areaVariable and familyFriendlyVariable near nearVariable , also it is a eatTypeVariable !","i ... i do n't know . nameVariable is a eatTypeVariable , also it is a foodVariable place in areaVariable , also it is damn familyFriendlyVariable near nearVariable !"
304,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is familyFriendlyVariable , also it 's in areaVariable , also it is near nearVariable pal , also it is a foodVariable place , you know and it is a eatTypeVariable .","nameVariable is a foodVariable place , it is near nearVariable , it is familyFriendlyVariable , you know and it 's a eatTypeVariable !","nameVariable is a foodVariable place in areaVariable and familyFriendlyVariable , also it is near nearVariable , you know and it is a eatTypeVariable .","nameVariable is a eatTypeVariable , it is familyFriendlyVariable , it 's a foodVariable place in areaVariable and it is near nearVariable , you know pal !"
305,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""20-25"", ""customerRating"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"let 's see , nameVariable ... yeah , oh it is an foodVariable eatTypeVariable near nearVariable in areaVariable and rather familyFriendlyVariable with a price range of priceRangeVariable , and it has a customerRatingVariable rating , also nameVariable is a eatTypeVariable , alright ?","let 's see , nameVariable ... ok , it is a foodVariable restaurant near nearVariable with a rather customerRatingVariable rating , you know , alright ?","let 's see what we can find on nameVariable . yeah , it is a eatTypeVariable with a customerRatingVariable rating , also it is somewhat foodVariable restaurant , areaVariable , familyFriendlyVariable and rather priceRangeVariable priced near nearVariable , alright ?","let 's see what we can find on nameVariable . right , it is a eatTypeVariable with a customerRatingVariable rating , also it is somewhat foodVariable restaurant , areaVariable , rather priceRangeVariable priced and familyFriendlyVariable near nearVariable , you know , okay ?"
306,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""20-25"", ""customerRating"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"oh god i mean , everybody knows that customerRatingVariable the rating is nameVariable is near nearVariable , also it is an foodVariable place.. it is familyFriendlyVariable and it is in areaVariable . it has a price range of priceRangeVariable . nameVariable is a eatTypeVariable .","oh , i mean , everybody knows that nameVariable is a foodVariable place with a customerRatingVariable rating . it is near nearVariable .","oh god i mean , everybody knows that nameVariable is a foodVariable place with a customerRatingVariable rating . it 's a eatTypeVariable . it is familyFriendlyVariable . it is in areaVariable . it is near nearVariable .",nameVariable is a eatTypeVariable with a customerRatingVariable rating . it is a foodVariable place . it is in areaVariable . it is familyFriendlyVariable near nearVariable . it is a eatTypeVariable .
307,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""20-25"", ""customerRating"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see what we can find on nameVariable . it is sort of in areaVariable near nearVariable . it is a eatTypeVariable with a customerRatingVariable rating and it has a price range of priceRangeVariable , also nameVariable is familyFriendlyVariable and an foodVariable place .","let 's see what we can find on nameVariable . i see , well it is a foodVariable restaurant near nearVariable with a customerRatingVariable rating .","let 's see what we can find on nameVariable . well , i see it is a eatTypeVariable with a customerRatingVariable rating , also it is an foodVariable restaurant , areaVariable , familyFriendlyVariable and nearVariable and priceRangeVariable .","let 's see what we can find on nameVariable . well , i see it is a eatTypeVariable with a customerRatingVariable rating , it is familyFriendlyVariable in areaVariable , a foodVariable restaurant and priceRangeVariable near nearVariable ."
308,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""20-25"", ""customerRating"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"oh gosh i am not sure . nameVariable is an foodVariable place and near nearVariable familyFriendlyVariable in areaVariable . nameVariable is a eatTypeVariable with a price range of priceRangeVariable with a damn customerRatingVariable rating , i mean .","oh god i do n't know . nameVariable is a foodVariable place near nearVariable with a customerRatingVariable rating , also it is a eatTypeVariable , i mean .","oh god i am not sure . nameVariable is a eatTypeVariable with a customerRatingVariable rating , also it is darn foodVariable place , areaVariable , familyFriendlyVariable and nearVariable and damn priceRangeVariable .","i am not sure . nameVariable is a eatTypeVariable with a customerRatingVariable rating , also it is darn foodVariable place , areaVariable , damn priceRangeVariable priced and familyFriendlyVariable near nearVariable !"
309,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""20-25"", ""customerRating"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is a eatTypeVariable with a price range of priceRangeVariable , nameVariable is an foodVariable place and familyFriendlyVariable , you know , it is in areaVariable pal , it is near nearVariable and it has a customerRatingVariable rating !","nameVariable is a foodVariable place near nearVariable with a customerRatingVariable rating , you know buddy !","nameVariable is a eatTypeVariable with a customerRatingVariable rating , it is in areaVariable , it is familyFriendlyVariable and a foodVariable place near nearVariable and it is priceRangeVariable priced , you know !","nameVariable is a eatTypeVariable , it is a foodVariable place , it is familyFriendlyVariable , it 's in areaVariable , it is priceRangeVariable priced , it 's near nearVariable and it has a customerRatingVariable rating , you know !"
310,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"did you say nameVariable ? well , it is somewhat familyFriendlyVariable , quite priceRangeVariable near nearVariable and a foodVariable restaurant in areaVariable , also it is a eatTypeVariable , you see ?","let 's see , nameVariable ... ok , it is a foodVariable restaurant near nearVariable and it is n't somewhat familyFriendlyVariable , you ?","let 's see what we can find on nameVariable . yeah , it is a eatTypeVariable , also it is somewhat foodVariable restaurant , areaVariable , familyFriendlyVariable and rather priceRangeVariable priced nearVariable , you know , alright ?","let 's see what we can find on nameVariable . right , it is a eatTypeVariable , also it is a foodVariable restaurant , areaVariable , rather familyFriendlyVariable and priceRangeVariable priced near nearVariable , you know , okay ?"
311,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"i mean , i thought everybody knew that nameVariable is near nearVariable and it is priceRangeVariable , also it 's in areaVariable . it is damn familyFriendlyVariable and a foodVariable place . it is a eatTypeVariable .","oh , i mean , everybody knows that nameVariable is a foodVariable place , also it is near nearVariable .","nameVariable is a foodVariable place , also it is a eatTypeVariable . it 's near nearVariable . it is familyFriendlyVariable . it is in areaVariable . it is a price range of priceRangeVariable .","nameVariable is a eatTypeVariable , also it is damn priceRangeVariable priced it is a foodVariable place . it 's in areaVariable . it is familyFriendlyVariable . it is near nearVariable ."
312,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see what we can find on nameVariable . well , i see it is priceRangeVariable in areaVariable and a foodVariable place . nameVariable is familyFriendlyVariable sort of near nearVariable , also nameVariable is a eatTypeVariable .","let 's see , nameVariable ... i see , well it is a foodVariable restaurant near nearVariable and priceRangeVariable priced","let 's see what we can find on nameVariable . well , i see it is a foodVariable restaurant in areaVariable near nearVariable and familyFriendlyVariable and priceRangeVariable priced and it is a eatTypeVariable .","let 's see what we can find on nameVariable . well , i see it is a eatTypeVariable , it is familyFriendlyVariable in areaVariable , a foodVariable restaurant and priceRangeVariable near nearVariable ."
313,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"oh god mmhm ... i do n't know . nameVariable is familyFriendlyVariable , priceRangeVariable in areaVariable and a foodVariable place near nearVariable , also it is a eatTypeVariable , pal .","oh god i do n't know . nameVariable is a foodVariable place kind of near nearVariable , also it is a eatTypeVariable ,","oh god i am not sure . nameVariable is a eatTypeVariable , also it is in areaVariable , also it is darn foodVariable place , nearVariable , familyFriendlyVariable and damn priceRangeVariable .","oh god i , i do n't know . nameVariable is a eatTypeVariable , also it is a foodVariable place , areaVariable , familyFriendlyVariable and nearVariable and priceRangeVariable priced !"
314,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is a foodVariable place in areaVariable , also it is priceRangeVariable , you know , it 's near nearVariable and it is familyFriendlyVariable , also it 's a eatTypeVariable buddy !","nameVariable is a foodVariable place , it is near nearVariable , it is familyFriendlyVariable , you know and it 's a eatTypeVariable !","nameVariable is a eatTypeVariable , it is in areaVariable , it is familyFriendlyVariable and a foodVariable place near nearVariable and it is priceRangeVariable priced , you know !","nameVariable is a eatTypeVariable , it is familyFriendlyVariable , it 's a foodVariable place , it is priceRangeVariable priced , it 's in areaVariable and it is near nearVariable , you know !"
315,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""moderate"", ""customerRating"": ""decent"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"let 's see what we can find on nameVariable . right , well it is a eatTypeVariable , also it is somewhat near nearVariable priceRangeVariable priced in areaVariable and an foodVariable place , also it is familyFriendlyVariable , and it has a customerRatingVariable rating , okay ?","let 's see , nameVariable ... ok , it is a foodVariable restaurant near nearVariable with a rather customerRatingVariable rating , you know , alright ?","let 's see what we can find on nameVariable . yeah , it is a eatTypeVariable with a customerRatingVariable rating , also it is a foodVariable restaurant in areaVariable near nearVariable , also it is n't somewhat familyFriendlyVariable , and it costs priceRangeVariable , you ?","let 's see what we can find on nameVariable . right , it is a eatTypeVariable with a customerRatingVariable rating , it is n't somewhat familyFriendlyVariable , it 's an foodVariable restaurant and areaVariable and it is priceRangeVariable priced near nearVariable , you see ?"
316,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""moderate"", ""customerRating"": ""decent"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"damn priceRangeVariable priced nameVariable is nameVariable is a eatTypeVariable , also it has like , a customerRatingVariable rating . nameVariable is an foodVariable place . it 's near nearVariable.. it 's in areaVariable . nameVariable is familyFriendlyVariable .","oh , i mean , everybody knows that nameVariable is a foodVariable place with a customerRatingVariable rating . it is near nearVariable .",nameVariable is a foodVariable place with a customerRatingVariable rating . it 's a eatTypeVariable . it is familyFriendlyVariable . it is in areaVariable . it is near nearVariable . it has a price range of priceRangeVariable .,"oh god i mean , everybody knows that nameVariable is a eatTypeVariable with a customerRatingVariable rating . it is a foodVariable place . it 's a eatTypeVariable . it is familyFriendlyVariable . it is in areaVariable . it is near nearVariable ."
317,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""moderate"", ""customerRating"": ""decent"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"you want to know more about nameVariable ? i see , it is a eatTypeVariable with a customerRatingVariable rating , it is priceRangeVariable priced in areaVariable and an foodVariable place near nearVariable and it is familyFriendlyVariable .","let 's see what we can find on nameVariable . i see , well it is a foodVariable restaurant near nearVariable with a customerRatingVariable rating .","let 's see what we can find on nameVariable . well , i see it is a eatTypeVariable with a customerRatingVariable rating , it is familyFriendlyVariable , also it 's an foodVariable restaurant in areaVariable and priceRangeVariable near nearVariable .","let 's see what we can find on nameVariable . well , i see it is a eatTypeVariable with a customerRatingVariable rating , it is familyFriendlyVariable and it 's a foodVariable restaurant in areaVariable and priceRangeVariable priced near nearVariable ."
318,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""moderate"", ""customerRating"": ""decent"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"oh gosh i mean , i do n't know . nameVariable is familyFriendlyVariable with a customerRatingVariable rating . nameVariable is a eatTypeVariable , and it is damn priceRangeVariable priced and an foodVariable place near nearVariable in areaVariable .","oh god i do n't know . nameVariable is a foodVariable place near nearVariable with a customerRatingVariable rating , also it is a eatTypeVariable , i mean .","oh god i am not sure . nameVariable is a foodVariable place in areaVariable near nearVariable and priceRangeVariable priced , also it is a eatTypeVariable , also it has like , a customerRatingVariable rating , and it is familyFriendlyVariable .","oh god i , i do n't know . nameVariable is a eatTypeVariable with a customerRatingVariable rating , also it is a foodVariable place in areaVariable , also it is familyFriendlyVariable , also it 's darn priceRangeVariable near nearVariable ."
319,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""moderate"", ""customerRating"": ""decent"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable has a customerRatingVariable rating , it is near nearVariable priceRangeVariable priced in areaVariable and an foodVariable place friend , it is a eatTypeVariable and it is familyFriendlyVariable , you know !","nameVariable is a foodVariable place near nearVariable with a customerRatingVariable rating , you know buddy !","nameVariable is a eatTypeVariable , it is in areaVariable , it is familyFriendlyVariable , it 's a foodVariable place near nearVariable , it has a customerRatingVariable rating , you know and it has a price range of priceRangeVariable !","nameVariable is a eatTypeVariable , it is familyFriendlyVariable , it 's a foodVariable place , it is priceRangeVariable priced , it 's in areaVariable , it is a customerRatingVariable rating , you know and it is near nearVariable !"
320,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""English"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"you want to know more about nameVariable ? yeah , right nameVariable is a eatTypeVariable , also nameVariable is an foodVariable restaurant in areaVariable , priceRangeVariable priced and familyFriendlyVariable buddy , also it is near nearVariable , okay ?","let 's see , nameVariable ... ok , it is a foodVariable restaurant near nearVariable and it is n't somewhat familyFriendlyVariable , you ?","let 's see what we can find on nameVariable . yeah , it is a eatTypeVariable , also it is somewhat foodVariable restaurant , areaVariable , familyFriendlyVariable and rather priceRangeVariable priced nearVariable , you know , alright ?","let 's see what we can find on nameVariable . right , it is a eatTypeVariable , also it is a foodVariable restaurant , areaVariable , rather familyFriendlyVariable and priceRangeVariable priced near nearVariable , you know , okay ?"
321,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""English"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"actually , i thought everybody knew that nameVariable is damn priceRangeVariable priced , also it 's near nearVariable , it is in areaVariable and it is familyFriendlyVariable and an foodVariable restaurant . it is a eatTypeVariable .","nameVariable is a foodVariable place , also it is near nearVariable . it is a eatTypeVariable .","nameVariable is a foodVariable place , also it is a eatTypeVariable . it 's near nearVariable . it is familyFriendlyVariable . it is in areaVariable . it is a price range of priceRangeVariable .","oh god basically , i thought everybody knew that nameVariable is a eatTypeVariable , also it is priceRangeVariable priced . it is a foodVariable place . it is in areaVariable . it is familyFriendlyVariable . it is near nearVariable ."
322,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""English"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"did you say nameVariable ? well , i think that it is familyFriendlyVariable , an foodVariable restaurant and priceRangeVariable priced in areaVariable , it is near nearVariable and nameVariable is a eatTypeVariable , you know .","let 's see , nameVariable ... i see , well it is a foodVariable restaurant near nearVariable and priceRangeVariable priced","let 's see what we can find on nameVariable . well , i see it is a foodVariable restaurant in areaVariable near nearVariable and familyFriendlyVariable and priceRangeVariable priced and it is a eatTypeVariable .","did you say nameVariable ? well , i see it is a eatTypeVariable , it is familyFriendlyVariable in areaVariable , a foodVariable restaurant and priceRangeVariable near nearVariable ."
